timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
2018/07/02 12:21:11,174,Sampler_3,200,OK,Thread Group 1-1,text,true,,114,0,3,3,33,0,5
2018/07/02 12:21:11,436,Sampler_2,200,OK,Thread Group 1-2,text,true,,114,0,3,3,41,0,3
2018/07/02 12:21:11,328,Sampler_1,200,OK,Thread Group 1-3,text,true,,114,0,3,3,38,0,3
2018/07/02 12:21:11,111,Sampler_3,200,OK,Thread Group 1-2,text,true,,114,0,3,3,6,0,3
2018/07/02 12:21:11,389,Sampler_1,200,OK,Thread Group 1-1,text,true,,114,0,3,3,37,0,2
2018/07/02 12:21:11,424,Sampler_2,200,OK,Thread Group 1-3,text,true,,114,0,3,3,27,0,3
2018/07/02 12:21:12,60,Sampler_3,200,OK,Thread Group 1-3,text,true,,114,0,3,3,27,0,1
2018/07/02 12:21:11,479,Sampler_1,200,OK,Thread Group 1-2,text,true,,114,0,3,3,1,0,1
2018/07/02 12:21:12,84,Sampler_1,200,OK,Thread Group 1-3,text,true,,114,0,3,3,31,0,2
2018/07/02 12:21:11,388,Sampler_2,200,OK,Thread Group 1-1,text,true,,114,0,3,3,29,0,5
2018/07/02 12:21:12,51,Sampler_3,200,OK,Thread Group 1-1,text,true,,114,0,3,3,30,0,5
2018/07/02 12:21:12,142,Sampler_1,200,OK,Thread Group 1-1,text,true,,114,0,3,3,21,0,5
2018/07/02 12:21:12,299,Sampler_2,200,OK,Thread Group 1-2,text,true,,114,0,3,3,22,0,3
2018/07/02 12:21:12,105,Sampler_2,200,OK,Thread Group 1-1,text,true,,114,0,3,3,46,0,5
2018/07/02 12:21:12,469,Sampler_2,200,OK,Thread Group 1-3,text,true,,114,0,3,3,34,0,1
2018/07/02 12:21:12,295,Sampler_3,200,OK,Thread Group 1-1,text,true,,114,0,4,4,30,0,1
2018/07/02 12:21:12,178,Sampler_3,200,OK,Thread Group 1-3,text,true,,114,0,4,4,14,0,1
2018/07/02 12:21:12,481,Sampler_3,200,OK,Thread Group 1-2,text,true,,114,0,4,4,48,0,3
2018/07/02 12:21:12,162,Sampler_1,200,OK,Thread Group 1-1,text,true,,114,0,4,4,1,0,2
2018/07/02 12:21:12,225,Sampler_1,200,OK,Thread Group 1-3,text,true,,114,0,4,4,3,0,2
2018/07/02 12:21:12,315,Sampler_1,200,OK,Thread Group 1-4,text,true,,114,0,4,4,38,0,2
2018/07/02 12:21:13,149,Sampler_2,200,OK,Thread Group 1-3,text,true,,114,0,4,4,15,0,5
2018/07/02 12:21:13,142,Sampler_2,200,OK,Thread Group 1-4,text,true,,114,0,4,4,9,0,1
2018/07/02 12:21:12,334,Sampler_1,200,OK,Thread Group 1-2,text,true,,114,0,4,4,1,0,1
2018/07/02 12:21:13,175,Sampler_3,200,OK,Thread Group 1-3,text,true,,114,0,4,4,3,0,3
2018/07/02 12:21:13,127,Sampler_2,200,OK,Thread Group 1-2,text,true,,114,0,4,4,27,0,2
2018/07/02 12:21:13,202,Sampler_3,200,OK,Thread Group 1-4,text,true,,114,0,4,4,3,0,2
2018/07/02 12:21:12,463,Sampler_2,200,OK,Thread Group 1-1,text,true,,114,0,4,4,25,0,2
2018/07/02 12:21:13,80,Sampler_1,200,OK,Thread Group 1-3,text,true,,114,0,4,4,20,0,1
2018/07/02 12:21:13,76,Sampler_3,200,OK,Thread Group 1-2,text,true,,114,0,4,4,2,0,1
2018/07/02 12:21:13,61,Sampler_1,200,OK,Thread Group 1-4,text,true,,114,0,4,4,13,0,3
2018/07/02 12:21:13,97,Sampler_2,200,OK,Thread Group 1-3,text,true,,114,0,4,4,38,0,2
2018/07/02 12:21:13,136,Sampler_3,200,OK,Thread Group 1-1,text,true,,114,0,4,4,36,0,4
2018/07/02 12:21:13,72,Sampler_3,200,OK,Thread Group 1-3,text,true,,114,0,4,4,30,0,5
2018/07/02 12:21:13,80,Sampler_1,200,OK,Thread Group 1-1,text,true,,114,0,4,4,9,0,5
2018/07/02 12:21:13,202,Sampler_1,200,OK,Thread Group 1-2,text,true,,114,0,4,4,15,0,4
2018/07/02 12:21:13,186,Sampler_2,200,OK,Thread Group 1-1,text,true,,114,0,4,4,43,0,2
2018/07/02 12:21:13,399,Sampler_2,200,OK,Thread Group 1-4,text,true,,114,0,4,4,50,0,1
2018/07/02 12:21:13,287,Sampler_1,200,OK,Thread Group 1-3,text,true,,114,0,4,4,10,0,5
2018/07/02 12:21:13,139,Sampler_3,200,OK,Thread Group 1-1,text,true,,114,0,4,4,45,0,5
2018/07/02 12:21:13,317,Sampler_2,200,OK,Thread Group 1-2,text,true,,114,0,4,4,5,0,5
2018/07/02 12:21:13,187,Sampler_3,200,OK,Thread Group 1-4,text,true,,114,0,4,4,10,0,5
2018/07/02 12:21:13,189,Sampler_2,200,OK,Thread Group 1-3,text,true,,114,0,4,4,26,0,1
2018/07/02 12:21:13,181,Sampler_1,200,OK,Thread Group 1-1,text,true,,114,0,4,4,2,0,4
2018/07/02 12:21:14,76,Sampler_3,200,OK,Thread Group 1-3,text,true,,114,0,4,4,17,0,3
2018/07/02 12:21:14,192,Sampler_3,200,OK,Thread Group 1-2,text,true,,114,0,4,4,18,0,2
2018/07/02 12:21:14,291,Sampler_1,200,OK,Thread Group 1-3,text,true,,114,0,4,4,45,0,3
2018/07/02 12:21:14,397,Sampler_1,200,OK,Thread Group 1-4,text,true,,114,0,4,4,16,0,2
2018/07/02 12:21:14,80,Sampler_2,200,OK,Thread Group 1-3,text,true,,114,0,4,4,9,0,1
2018/07/02 12:21:14,483,Sampler_2,200,OK,Thread Group 1-1,text,true,,114,0,4,4,25,0,4
2018/07/02 12:21:14,467,Sampler_1,200,OK,Thread Group 1-2,text,true,,114,0,4,4,25,0,5
2018/07/02 12:21:14,344,Sampler_2,200,OK,Thread Group 1-4,text,true,,114,0,4,4,32,0,2
2018/07/02 12:21:14,154,Sampler_2,200,OK,Thread Group 1-2,text,true,,114,0,4,4,14,0,2
2018/07/02 12:21:14,88,Sampler_3,200,OK,Thread Group 1-4,text,true,,114,0,4,4,34,0,4
2018/07/02 12:21:14,374,Sampler_3,200,OK,Thread Group 1-3,text,true,,114,0,4,4,33,0,2
2018/07/02 12:21:14,252,Sampler_3,200,OK,Thread Group 1-2,text,true,,114,0,4,4,44,0,5
2018/07/02 12:21:14,452,Sampler_3,200,OK,Thread Group 1-1,text,true,,114,0,4,4,11,0,1
2018/07/02 12:21:14,275,Sampler_1,200,OK,Thread Group 1-3,text,true,,114,0,4,4,47,0,5
2018/07/02 12:21:15,115,Sampler_1,200,OK,Thread Group 1-1,text,true,,114,0,4,4,19,0,2
2018/07/02 12:21:15,97,Sampler_2,200,OK,Thread Group 1-1,text,true,,114,0,4,4,44,0,1
2018/07/02 12:21:14,467,Sampler_1,200,OK,Thread Group 1-4,text,true,,114,0,4,4,15,0,3
2018/07/02 12:21:15,383,Sampler_1,200,OK,Thread Group 1-2,text,true,,114,0,4,4,34,0,3
2018/07/02 12:21:15,210,Sampler_3,200,OK,Thread Group 1-1,text,true,,114,0,4,4,2,0,1
2018/07/02 12:21:15,371,Sampler_2,200,OK,Thread Group 1-3,text,true,,114,0,4,4,36,0,5
2018/07/02 12:21:15,234,Sampler_2,200,OK,Thread Group 1-4,text,true,,114,0,4,4,15,0,1
2018/07/02 12:21:15,160,Sampler_2,200,OK,Thread Group 1-2,text,true,,114,0,4,4,24,0,4
2018/07/02 12:21:15,62,Sampler_3,200,OK,Thread Group 1-3,text,true,,114,0,4,4,39,0,1
2018/07/02 12:21:15,131,Sampler_1,200,OK,Thread Group 1-1,text,true,,114,0,4,4,19,0,4
2018/07/02 12:21:15,121,Sampler_3,200,OK,Thread Group 1-2,text,true,,114,0,4,4,44,0,4
2018/07/02 12:21:15,131,Sampler_2,200,OK,Thread Group 1-1,text,true,,114,0,5,5,6,0,2
2018/07/02 12:21:15,193,Sampler_1,200,OK,Thread Group 1-3,text,true,,114,0,5,5,3,0,3
2018/07/02 12:21:15,132,Sampler_1,200,OK,Thread Group 1-2,text,true,,114,0,5,5,48,0,2
2018/07/02 12:21:15,95,Sampler_2,200,OK,Thread Group 1-3,text,true,,114,0,5,5,49,0,1
2018/07/02 12:21:15,349,Sampler_1,200,OK,Thread Group 1-5,text,true,,114,0,5,5,30,0,1
2018/07/02 12:21:15,510,Sampler_3,200,OK,Thread Group 1-4,text,true,,114,0,5,5,28,0,1
2018/07/02 12:21:15,276,Sampler_2,200,OK,Thread Group 1-2,text,true,,114,0,5,5,47,0,4
2018/07/02 12:21:15,389,Sampler_3,200,OK,Thread Group 1-1,text,true,,114,0,5,5,26,0,3
2018/07/02 12:21:16,173,Sampler_1,200,OK,Thread Group 1-4,text,true,,114,0,5,5,24,0,3
2018/07/02 12:21:16,257,Sampler_2,200,OK,Thread Group 1-5,text,true,,114,0,5,5,40,0,1
2018/07/02 12:21:15,500,Sampler_3,200,OK,Thread Group 1-3,text,true,,114,0,5,5,19,0,1
2018/07/02 12:21:16,175,Sampler_2,200,OK,Thread Group 1-4,text,true,,114,0,5,5,33,0,4
2018/07/02 12:21:16,124,Sampler_1,200,OK,Thread Group 1-3,text,true,,114,0,5,5,7,0,2
2018/07/02 12:21:16,449,Sampler_3,200,OK,Thread Group 1-2,text,true,,114,0,5,5,21,0,1
2018/07/02 12:21:16,439,Sampler_1,200,OK,Thread Group 1-1,text,true,,114,0,5,5,18,0,2
2018/07/02 12:21:16,57,Sampler_1,200,OK,Thread Group 1-2,text,true,,114,0,5,5,12,0,1
2018/07/02 12:21:16,88,Sampler_2,200,OK,Thread Group 1-2,text,true,,114,0,5,5,6,0,2
2018/07/02 12:21:16,471,Sampler_3,200,OK,Thread Group 1-5,text,true,,114,0,5,5,10,0,2
2018/07/02 12:21:16,327,Sampler_2,200,OK,Thread Group 1-3,text,true,,114,0,5,5,42,0,2
2018/07/02 12:21:16,398,Sampler_3,200,OK,Thread Group 1-4,text,true,,114,0,5,5,10,0,1
2018/07/02 12:21:16,57,Sampler_3,200,OK,Thread Group 1-3,text,true,,114,0,5,5,1,0,3
2018/07/02 12:21:16,130,Sampler_1,200,OK,Thread Group 1-5,text,true,,114,0,5,5,39,0,3
2018/07/02 12:21:16,83,Sampler_1,200,OK,Thread Group 1-3,text,true,,114,0,5,5,40,0,1
2018/07/02 12:21:16,428,Sampler_2,200,OK,Thread Group 1-1,text,true,,114,0,5,5,32,0,2
2018/07/02 12:21:16,170,Sampler_1,200,OK,Thread Group 1-4,text,true,,114,0,5,5,13,0,5
2018/07/02 12:21:16,427,Sampler_3,200,OK,Thread Group 1-2,text,true,,114,0,5,5,36,0,1
2018/07/02 12:21:16,224,Sampler_2,200,OK,Thread Group 1-5,text,true,,114,0,5,5,32,0,2
2018/07/02 12:21:17,291,Sampler_2,200,OK,Thread Group 1-3,text,true,,114,0,5,5,46,0,3
2018/07/02 12:21:17,301,Sampler_3,200,OK,Thread Group 1-1,text,true,,114,0,5,5,42,0,1
2018/07/02 12:21:17,256,Sampler_3,200,OK,Thread Group 1-5,text,true,,114,0,5,5,37,0,4
2018/07/02 12:21:17,423,Sampler_2,200,OK,Thread Group 1-4,text,true,,114,0,5,5,13,0,4
2018/07/02 12:21:17,485,Sampler_1,200,OK,Thread Group 1-2,text,true,,114,0,5,5,47,0,3
2018/07/02 12:21:17,238,Sampler_1,200,OK,Thread Group 1-5,text,true,,114,0,5,5,49,0,1
2018/07/02 12:21:17,222,Sampler_3,200,OK,Thread Group 1-4,text,true,,114,0,5,5,35,0,1
2018/07/02 12:21:17,375,Sampler_1,200,OK,Thread Group 1-1,text,true,,114,0,5,5,21,0,4
2018/07/02 12:21:17,459,Sampler_3,200,OK,Thread Group 1-3,text,true,,114,0,5,5,31,0,5
2018/07/02 12:21:17,176,Sampler_2,200,OK,Thread Group 1-5,text,true,,114,0,5,5,12,0,4
2018/07/02 12:21:17,187,Sampler_2,200,OK,Thread Group 1-1,text,true,,114,0,5,5,11,0,1
2018/07/02 12:21:17,136,Sampler_3,200,OK,Thread Group 1-5,text,true,,114,0,5,5,1,0,2
2018/07/02 12:21:17,254,Sampler_1,200,OK,Thread Group 1-3,text,true,,114,0,5,5,23,0,5
2018/07/02 12:21:17,389,Sampler_1,200,OK,Thread Group 1-4,text,true,,114,0,5,5,14,0,4
2018/07/02 12:21:18,99,Sampler_1,200,OK,Thread Group 1-5,text,true,,114,0,5,5,6,0,1
2018/07/02 12:21:18,59,Sampler_2,200,OK,Thread Group 1-4,text,true,,114,0,5,5,3,0,2
2018/07/02 12:21:17,497,Sampler_2,200,OK,Thread Group 1-2,text,true,,114,0,5,5,8,0,5
2018/07/02 12:21:18,92,Sampler_3,200,OK,Thread Group 1-4,text,true,,114,0,5,5,9,0,5
2018/07/02 12:21:17,348,Sampler_3,200,OK,Thread Group 1-1,text,true,,114,0,5,5,16,0,2
2018/07/02 12:21:18,182,Sampler_3,200,OK,Thread Group 1-2,text,true,,114,0,5,5,13,0,1
2018/07/02 12:21:18,315,Sampler_2,200,OK,Thread Group 1-3,text,true,,114,0,5,5,8,0,3
2018/07/02 12:21:18,300,Sampler_2,200,OK,Thread Group 1-5,text,true,,114,0,5,5,35,0,2
2018/07/02 12:21:18,239,Sampler_1,200,OK,Thread Group 1-4,text,true,,114,0,5,5,38,0,2
2018/07/02 12:21:18,364,Sampler_1,200,OK,Thread Group 1-1,text,true,,114,0,5,5,42,0,1
2018/07/02 12:21:18,300,Sampler_1,200,OK,Thread Group 1-2,text,true,,114,0,5,5,36,0,3
2018/07/02 12:21:18,306,Sampler_3,200,OK,Thread Group 1-3,text,true,,114,0,5,5,12,0,5
2018/07/02 12:21:18,257,Sampler_3,200,OK,Thread Group 1-5,text,true,,114,0,5,5,20,0,2
2018/07/02 12:21:18,244,Sampler_2,200,OK,Thread Group 1-4,text,true,,114,0,5,5,36,0,5
2018/07/02 12:21:18,150,Sampler_1,200,OK,Thread Group 1-6,text,true,,114,0,6,6,7,0,1
2018/07/02 12:21:18,310,Sampler_2,200,OK,Thread Group 1-1,text,true,,114,0,6,6,49,0,5
2018/07/02 12:21:18,291,Sampler_1,200,OK,Thread Group 1-3,text,true,,114,0,6,6,43,0,1
2018/07/02 12:21:18,136,Sampler_2,200,OK,Thread Group 1-6,text,true,,114,0,6,6,48,0,3
2018/07/02 12:21:18,341,Sampler_3,200,OK,Thread Group 1-4,text,true,,114,0,6,6,40,0,5
2018/07/02 12:21:19,63,Sampler_3,200,OK,Thread Group 1-6,text,true,,114,0,6,6,15,0,1
2018/07/02 12:21:18,481,Sampler_2,200,OK,Thread Group 1-2,text,true,,114,0,6,6,15,0,2
2018/07/02 12:21:19,71,Sampler_1,200,OK,Thread Group 1-4,text,true,,114,0,6,6,32,0,1
2018/07/02 12:21:18,477,Sampler_1,200,OK,Thread Group 1-5,text,true,,114,0,6,6,42,0,5
2018/07/02 12:21:18,241,Sampler_2,200,OK,Thread Group 1-3,text,true,,114,0,6,6,11,0,4
2018/07/02 12:21:19,61,Sampler_2,200,OK,Thread Group 1-5,text,true,,114,0,6,6,48,0,3
2018/07/02 12:21:19,109,Sampler_3,200,OK,Thread Group 1-3,text,true,,114,0,6,6,47,0,3
2018/07/02 12:21:18,372,Sampler_3,200,OK,Thread Group 1-1,text,true,,114,0,6,6,6,0,1
2018/07/02 12:21:19,256,Sampler_1,200,OK,Thread Group 1-6,text,true,,114,0,6,6,17,0,3
2018/07/02 12:21:19,226,Sampler_2,200,OK,Thread Group 1-4,text,true,,114,0,6,6,41,0,1
2018/07/02 12:21:19,76,Sampler_1,200,OK,Thread Group 1-3,text,true,,114,0,6,6,14,0,3
2018/07/02 12:21:19,133,Sampler_2,200,OK,Thread Group 1-3,text,true,,114,0,6,6,22,0,5
2018/07/02 12:21:19,472,Sampler_3,200,OK,Thread Group 1-2,text,true,,114,0,6,6,21,0,3
2018/07/02 12:21:19,167,Sampler_3,200,OK,Thread Group 1-3,text,true,,114,0,6,6,20,0,4
2018/07/02 12:21:19,480,Sampler_3,200,OK,Thread Group 1-5,text,true,,114,0,6,6,13,0,5
2018/07/02 12:21:19,362,Sampler_3,200,OK,Thread Group 1-4,text,true,,114,0,6,6,47,0,5
2018/07/02 12:21:19,472,Sampler_1,200,OK,Thread Group 1-1,text,true,,114,0,6,6,2,0,4
2018/07/02 12:21:19,134,Sampler_1,200,OK,Thread Group 1-5,text,true,,114,0,6,6,37,0,2
2018/07/02 12:21:19,458,Sampler_2,200,OK,Thread Group 1-6,text,true,,114,0,6,6,3,0,3
2018/07/02 12:21:19,101,Sampler_1,200,OK,Thread Group 1-4,text,true,,114,0,6,6,50,0,1
2018/07/02 12:21:19,104,Sampler_3,200,OK,Thread Group 1-6,text,true,,114,0,6,6,29,0,3
2018/07/02 12:21:19,324,Sampler_1,200,OK,Thread Group 1-3,text,true,,114,0,6,6,37,0,3
2018/07/02 12:21:19,435,Sampler_1,200,OK,Thread Group 1-2,text,true,,114,0,6,6,10,0,5
2018/07/02 12:21:19,238,Sampler_2,200,OK,Thread Group 1-4,text,true,,114,0,6,6,29,0,3
2018/07/02 12:21:20,110,Sampler_2,200,OK,Thread Group 1-2,text,true,,114,0,6,6,13,0,1
2018/07/02 12:21:19,347,Sampler_2,200,OK,Thread Group 1-5,text,true,,114,0,6,6,25,0,1
2018/07/02 12:21:19,398,Sampler_2,200,OK,Thread Group 1-1,text,true,,114,0,6,6,49,0,5
2018/07/02 12:21:20,112,Sampler_3,200,OK,Thread Group 1-4,text,true,,114,0,6,6,17,0,4
2018/07/02 12:21:20,56,Sampler_3,200,OK,Thread Group 1-5,text,true,,114,0,6,6,49,0,1
2018/07/02 12:21:19,298,Sampler_1,200,OK,Thread Group 1-6,text,true,,114,0,6,6,28,0,2
2018/07/02 12:21:20,306,Sampler_2,200,OK,Thread Group 1-3,text,true,,114,0,6,6,36,0,5
2018/07/02 12:21:20,249,Sampler_3,200,OK,Thread Group 1-2,text,true,,114,0,6,6,9,0,2
2018/07/02 12:21:20,285,Sampler_2,200,OK,Thread Group 1-6,text,true,,114,0,6,6,22,0,4
2018/07/02 12:21:20,441,Sampler_1,200,OK,Thread Group 1-4,text,true,,114,0,6,6,13,0,1
2018/07/02 12:21:20,348,Sampler_3,200,OK,Thread Group 1-3,text,true,,114,0,6,6,10,0,5
2018/07/02 12:21:20,430,Sampler_1,200,OK,Thread Group 1-5,text,true,,114,0,6,6,31,0,4
2018/07/02 12:21:20,497,Sampler_3,200,OK,Thread Group 1-1,text,true,,114,0,6,6,33,0,3
2018/07/02 12:21:20,334,Sampler_3,200,OK,Thread Group 1-6,text,true,,114,0,6,6,45,0,5
2018/07/02 12:21:20,209,Sampler_2,200,OK,Thread Group 1-5,text,true,,114,0,6,6,41,0,3
2018/07/02 12:21:20,222,Sampler_1,200,OK,Thread Group 1-3,text,true,,114,0,6,6,16,0,5
2018/07/02 12:21:20,490,Sampler_1,200,OK,Thread Group 1-2,text,true,,114,0,6,6,22,0,1
2018/07/02 12:21:20,237,Sampler_1,200,OK,Thread Group 1-1,text,true,,114,0,6,6,24,0,1
2018/07/02 12:21:20,94,Sampler_2,200,OK,Thread Group 1-3,text,true,,114,0,6,6,46,0,3
2018/07/02 12:21:20,196,Sampler_3,200,OK,Thread Group 1-5,text,true,,114,0,6,6,5,0,5
2018/07/02 12:21:20,436,Sampler_2,200,OK,Thread Group 1-4,text,true,,114,0,6,6,49,0,1
2018/07/02 12:21:20,215,Sampler_1,200,OK,Thread Group 1-6,text,true,,114,0,6,6,30,0,5
2018/07/02 12:21:20,177,Sampler_3,200,OK,Thread Group 1-3,text,true,,114,0,6,6,25,0,2
2018/07/02 12:21:21,205,Sampler_3,200,OK,Thread Group 1-4,text,true,,114,0,6,6,27,0,5
2018/07/02 12:21:20,359,Sampler_2,200,OK,Thread Group 1-1,text,true,,114,0,6,6,35,0,2
2018/07/02 12:21:21,266,Sampler_1,200,OK,Thread Group 1-5,text,true,,114,0,6,6,49,0,1
2018/07/02 12:21:20,451,Sampler_2,200,OK,Thread Group 1-2,text,true,,114,0,6,6,49,0,3
2018/07/02 12:21:21,118,Sampler_1,200,OK,Thread Group 1-4,text,true,,114,0,6,6,13,0,5
2018/07/02 12:21:21,348,Sampler_2,200,OK,Thread Group 1-6,text,true,,114,0,6,6,24,0,5
2018/07/02 12:21:21,90,Sampler_3,200,OK,Thread Group 1-6,text,true,,114,0,6,6,16,0,3
2018/07/02 12:21:21,363,Sampler_1,200,OK,Thread Group 1-3,text,true,,114,0,6,6,40,0,3
2018/07/02 12:21:21,303,Sampler_2,200,OK,Thread Group 1-5,text,true,,114,0,6,6,33,0,1
2018/07/02 12:21:21,306,Sampler_3,200,OK,Thread Group 1-2,text,true,,114,0,6,6,30,0,3
2018/07/02 12:21:21,383,Sampler_3,200,OK,Thread Group 1-1,text,true,,114,0,6,6,17,0,4
2018/07/02 12:21:21,204,Sampler_2,200,OK,Thread Group 1-3,text,true,,114,0,6,6,14,0,2
2018/07/02 12:21:21,368,Sampler_2,200,OK,Thread Group 1-4,text,true,,114,0,6,6,43,0,1
2018/07/02 12:21:21,150,Sampler_1,200,OK,Thread Group 1-2,text,true,,114,0,7,7,39,0,2
2018/07/02 12:21:21,130,Sampler_1,200,OK,Thread Group 1-1,text,true,,114,0,7,7,13,0,1
2018/07/02 12:21:21,319,Sampler_1,200,OK,Thread Group 1-6,text,true,,114,0,7,7,27,0,2
2018/07/02 12:21:21,129,Sampler_3,200,OK,Thread Group 1-3,text,true,,114,0,7,7,31,0,3
2018/07/02 12:21:21,136,Sampler_2,200,OK,Thread Group 1-6,text,true,,114,0,7,7,4,0,2
2018/07/02 12:21:21,337,Sampler_3,200,OK,Thread Group 1-5,text,true,,114,0,7,7,49,0,5
2018/07/02 12:21:21,313,Sampler_2,200,OK,Thread Group 1-2,text,true,,114,0,7,7,5,0,1
2018/07/02 12:21:21,376,Sampler_1,200,OK,Thread Group 1-7,text,true,,114,0,7,7,27,0,2
2018/07/02 12:21:21,437,Sampler_3,200,OK,Thread Group 1-4,text,true,,114,0,7,7,18,0,3
2018/07/02 12:21:22,154,Sampler_3,200,OK,Thread Group 1-2,text,true,,114,0,7,7,42,0,5
